DESCRIPCION,UNIDAD,PRECIO UNITARIO,CPC ELEMENTO,NP/ND/EP,VAE (%),RECURSO
"TORNILLO TRANSPORTADOR HORIZONTAL, AISI 304L, D = 360 MM, L = 16.00 M, 5,5 KW.",,0.0,,,0.0,MATERIAL
"TORNILLO TRANSPORTADOR INCLINADO, AISI 304L, D = 360 MM, L = 6,50 M, 3,5 KW.",,0.0,,,0.0,MATERIAL
"TRAMO CORTO ACERO INOXIDABLE, AISI 304L, DN = 250 MM, L=0.79 M, SCH 40, B-L",,0.0,,,0.0,MATERIAL
"TRAMO CORTO ACERO INOXIDABLE, AISI 304L, DN = 250 MM, L=0.92M, SCH 40, B-L",,0.0,,,0.0,MATERIAL
"TRAMO CORTO HD, DN = 100 MM, L=0,20M, B-B, PN10",,0.0,,,0.0,MATERIAL
"TRAMO CORTO HD, DN = 100 MM, L=0,40M, B-B, PN10",,0.0,,,0.0,MATERIAL
"TRAMO CORTO HD, DN = 100 MM, L=0,65M, B-B, PN10",,0.0,,,0.0,MATERIAL
"TRAMO CORTO HD, DN = 100 MM, L=0,70M, B-B, PN10",,0.0,,,0.0,MATERIAL
"TRAMO CORTO HD, DN = 100 MM, L=0,95M, B-B, PN10",,0.0,,,0.0,MATERIAL
"TRAMO CORTO HD, DN = 150 MM, L=0,20M, B-B, PN10,",,0.0,,,0.0,MATERIAL
"TRAMO CORTO HD, DN = 150 MM, L=0,75M, B-B, PN10",,0.0,,,0.0,MATERIAL
"TRAMO CORTO HD, DN = 200 MM, L=0,60M, B-B, PN10",,0.0,,,0.0,MATERIAL
"TRAMO CORTO HD, DN = 200 MM, L=0.40M, B-B, PN10",,0.0,,,0.0,MATERIAL
"TRAMO CORTO HD, DN = 300 MM, L=0,40M, B-B, PN10",,0.0,,,0.0,MATERIAL
"TRAMO CORTO HD, DN = 300 MM, L=0,70M, B-B, PN10",,0.0,,,0.0,MATERIAL
"TRAMO CORTO HD, DN = 50 MM, L=0,30M, B-B, PN10",,0.0,,,0.0,MATERIAL
"TRAMO CORTO HD, DN = 50 MM, L=0,43M, B-B, PN10",,0.0,,,0.0,MATERIAL
"TRAMO CORTO HD, DN = 80 MM, L=0,32M, B-B, PN10",,0.0,,,0.0,MATERIAL
"TRAMO CORTO HD, DN = 80 MM, L=0,40M, B-B, PN10",,0.0,,,0.0,MATERIAL
"TRAMO CORTO HD, DN = 80 MM, L=0,50M, B-B, PN10",,0.0,,,0.0,MATERIAL
"TRAMO CORTO L=0.25 M, HD, D=150MM, B-B, PN10",,0.0,,,0.0,MATERIAL
"TRAMO CORTO L=0.45 M, HD, D=150MM, B-B, PN10",,0.0,,,0.0,MATERIAL
"TRAMO CORTO L=0.53 M, HD, D=150MM, B-B, PN10",,0.0,,,0.0,MATERIAL
"TRAMO CORTO L=1.00 M, HD, D=150MM, B-B, PN10",,0.0,,,0.0,MATERIAL
"TRAMO CORTO L=1.00 M, HD, D=200MM, B-L, PN10",,0.0,,,0.0,MATERIAL
"TRAMO CORTO L=1.20 M, HD, D=150MM, B-L, PN10",,0.0,,,0.0,MATERIAL
"TRAMO CORTO L=1.56 M, HD, D=150MM, B-L, PN10",,0.0,,,0.0,MATERIAL
"TRAMO CORTO L=2.27 M, HD, D=200MM, B-B, PN10",,0.0,,,0.0,MATERIAL
"TRAMO CORTO L=2.50 M, HD, D=200MM, B-B, PN10",,0.0,,,0.0,MATERIAL
TRAMO CORTO PVC – P 200 MM 1.25 MPA L=0.20 M,,0.0,,,0.0,MATERIAL
TRAMO CORTO PVC – P 40 MM 1.0 MPA L=0.10 M,,0.0,,,0.0,MATERIAL
TRAMO CORTO PVC – P 40 MM R L=0.19 M,,0.0,,,0.0,MATERIAL
"TRAMO CORTO PVC, DN 75 MM, L=0,30M, 1,25 MPA",,0.0,,,0.0,MATERIAL
TRANSFORMADOR 1KVA 220/110 VAC,,0.0,,,0.0,MATERIAL
TRANSFORMADOR 1KVA 460/120 VAC,,0.0,,,0.0,MATERIAL
TRANSFORMADOR 2KVA 220/110 VAC,,0.0,,,0.0,MATERIAL
TRANSFORMADOR 3.5KVA 460/120 VAC,,0.0,,,0.0,MATERIAL
TRANSFORMADOR DE CORRIENTE 400/5 A,,0.0,,,0.0,MATERIAL
TRANSMISOR MULTIPARÁMETROS,,0.0,,,0.0,MATERIAL
TRIDUCTO ELÉCTRICO DE POLIETILENO D=40 MM,,0.0,,,0.0,MATERIAL
"TUBERIA , ACERO INOX. 304, D=1"", SCH 40, R-R",,0.0,,,0.0,MATERIAL
"TUBERIA , ACERO INOX. 304, D=2"" 1/2, SCH40, R-R",,0.0,,,0.0,MATERIAL
"TUBERIA , ACERO INOX. 304, D=3/4"", SCH 40, R-R",,0.0,,,0.0,MATERIAL
TUBERIA PVC U/E 1.25MPA D= 110MM,,0.0,,,0.0,MATERIAL
TUBERIA PVC U/E 1.25MPA D= 160MM,,0.0,,,0.0,MATERIAL
TUBERIA PVC U/E 1.25MPA D= 315MM,,0.0,,,0.0,MATERIAL
TUBERIA PVC U/E 1.25MPA D= 90MM,,0.0,,,0.0,MATERIAL
"TUBERIA TRAMO CORTO L=3,50m HD, DN = 300 MM, PN 10, L-B",,0.0,,,0.0,MATERIAL
TUBERÍA ACERO (ASTM A53 GRADO B) CON RECUBRIMIENTO INTERNO Y EXTERNO DE ACUERDO CON LA NORMA AWWA C210,,0.0,,,0.0,MATERIAL
"TUBERÍA HD DN 150, CLASE 40",,0.0,,,0.0,MATERIAL
"TUBERÍA HD DN 200, CLASE 40",,0.0,,,0.0,MATERIAL
"TUBERÍA HD DN 250, CLASE 40",,0.0,,,0.0,MATERIAL
"TUBERÍA HD DN 300, CLASE 30",,0.0,,,0.0,MATERIAL
"TUBERÍA HD DN 900, CLASE 20",,0.0,,,0.0,MATERIAL
"TUBERÍA METÁLICA FLEXIBLE ANILLADA, BX FUNDA SELLADA D 1/2”, INCLUYE ACCESORIOS",,0.0,,,0.0,MATERIAL
"TUBERÍA METÁLICA FLEXIBLE ANILLADA, BX FUNDA SELLADA D=1”, INCLUYE ACCESORIOS",,0.0,,,0.0,MATERIAL
TUBERÍA PERFILADA DE PVC RÍGIDA DE PARED ESTRUCTURADA E INTERIOR LISA - UNIÓN POR SELLOS DE CAUCHO O ELASTOMÉRICOS,,0.0,,,0.0,MATERIAL
TUBERÍA PVC 110MM.X 3M.DESAGUE-TIPO B,,0.0,,,0.0,MATERIAL
"TUBERÍA PVC CONDUIT ELÉCTRICO-TELEFÓNICO, D=1"", INC. ACCESORIOS",,0.0,,,0.0,MATERIAL
"TUBERÍA PVC CONDUIT ELÉCTRICO-TELEFÓNICO, D=2"", INC. ACCESORIOS",,0.0,,,0.0,MATERIAL
"TUBERÍA PVC CONDUIT ELÉCTRICO-TELEFÓNICO, D=3/4"", INC. ACCESORIOS",,0.0,,,0.0,MATERIAL
TUBERÍA PVC D = 110MM.X 3M.DESAGUE-TIPO B,,0.0,,,0.0,MATERIAL
TUBERÍA PVC D = 75MM X 3M DESAGUE-TIPO B,,0.0,,,0.0,MATERIAL
"TUBERÍA PVC/PP ROSCABLE 1/2""",,0.0,,,0.0,MATERIAL
"TUBERÍA PVC/PP ROSCABLE 3/4""",,0.0,,,0.0,MATERIAL
"TUBERÍA TRAMO CORTO L=0.40 M PN10, DN = 300 MM, HD, B-L",,0.0,,,0.0,MATERIAL
"TUBERÍA TRAMO CORTO L=0.50 M HD, DN = 250 MM, PN 10, B-B",,0.0,,,0.0,MATERIAL
"TUBERÍA TRAMO CORTO L=0.50 M PN10, DN = 900 MM, HD, B-L",,0.0,,,0.0,MATERIAL
"TUBERÍA TRAMO CORTO L=0.70 M PN10, DN = 300 MM, HD, B-L
(MAT/TRANS/INST)",,0.0,,,0.0,MATERIAL
"TUBERÍA TRAMO CORTO L=0.70 M PN10, DN = 400 MM, HD, B-B",,0.0,,,0.0,MATERIAL
"TUBERÍA TRAMO CORTO L=0.80 M PN10, DN = 400 MM, HD, B-B",,0.0,,,0.0,MATERIAL
"TUBERÍA TRAMO CORTO L=0.88 M PN10, DN = 80 MM, HD, B-B",,0.0,,,0.0,MATERIAL
"TUBERÍA TRAMO CORTO L=0.90 M HD, DN = 250 MM, PN 10, B-L",,0.0,,,0.0,MATERIAL
"TUBERÍA TRAMO CORTO L=0.95 M HD, DN = 150 MM, PN 10, B-B",,0.0,,,0.0,MATERIAL
"TUBERÍA TRAMO CORTO L=1.00 M HD, DN = 200 MM, PN 10, B-B",,0.0,,,0.0,MATERIAL
"TUBERÍA TRAMO CORTO L=1.00 M HD, DN = 250 MM, PN 10, B-L",,0.0,,,0.0,MATERIAL
"TUBERÍA TRAMO CORTO L=1.05 M PN10, DN = 300 MM, HD, B-L",,0.0,,,0.0,MATERIAL
"TUBERÍA TRAMO CORTO L=1.06 M ACERO INOX. 304, DN=250, SCH 40, B-L",,0.0,,,0.0,MATERIAL
"TUBERÍA TRAMO CORTO L=1.10 M PN10, DN = 80 MM, HD, B-B",,0.0,,,0.0,MATERIAL
"TUBERÍA TRAMO CORTO L=1.16 M ACERO INOX. 304, DN=250, SCH 40, B-L",,0.0,,,0.0,MATERIAL
"TUBERÍA TRAMO CORTO L=1.19 M PN 10, DN = 50 MM, HD, B-L",,0.0,,,0.0,MATERIAL
"TUBERÍA TRAMO CORTO L=1.20 M PN10, DN = 900 MM, HD, B-L",,0.0,,,0.0,MATERIAL
"TUBERÍA TRAMO CORTO L=1.25 M PN10, DN = 150 MM, HD, B-B",,0.0,,,0.0,MATERIAL
"TUBERÍA TRAMO CORTO L=1.37 M PN10, DN = 50 MM, HD, B-B",,0.0,,,0.0,MATERIAL
"TUBERÍA TRAMO CORTO L=1.46 M ACERO INOX. 304, DN=250, SCH 40, B-B",,0.0,,,0.0,MATERIAL
"TUBERÍA TRAMO CORTO L=1.50 M HD, DN = 200 MM, PN 10, B-L",,0.0,,,0.0,MATERIAL
"TUBERÍA TRAMO CORTO L=1.50 M PN 10, DN = 100 MM, HD, B-L",,0.0,,,0.0,MATERIAL
"TUBERÍA TRAMO CORTO L=1.50 M PN10, DN = 80 MM, HD, B-B",,0.0,,,0.0,MATERIAL
"TUBERÍA TRAMO CORTO L=1.50m PN10, DN = 150 MM, HD, B-B",,0.0,,,0.0,MATERIAL
"TUBERÍA TRAMO CORTO L=1.52 M PN 10, DN = 200 MM, HD, B-L",,0.0,,,0.0,MATERIAL
"TUBERÍA TRAMO CORTO L=1.58 M PN10, DN = 80 MM, HD, B-B",,0.0,,,0.0,MATERIAL
"TUBERÍA TRAMO CORTO L=1.60 M HD, DN = 300 MM, PN 10, L-B",,0.0,,,0.0,MATERIAL
"TUBERÍA TRAMO CORTO L=1.70 M ACERO INOX. 304, DN=250, SCH 40, B-B",,0.0,,,0.0,MATERIAL
"TUBERÍA TRAMO CORTO L=1.80m PN10, DN = 300 MM, HD, B-L",,0.0,,,0.0,MATERIAL
"TUBERÍA TRAMO CORTO L=1.90 M HD, DN = 300 MM, PN 10, B-L",,0.0,,,0.0,MATERIAL
"TUBERÍA TRAMO CORTO L=1.97 M PN10, DN = 80 MM, HD, B-B",,0.0,,,0.0,MATERIAL
"TUBERÍA TRAMO CORTO L=1.98 M HD, DN = 80 MM, PN 10, B-B",,0.0,,,0.0,MATERIAL
"TUBERÍA TRAMO CORTO L=2.00 M HD, DN = 150 MM, PN 10, B-B",,0.0,,,0.0,MATERIAL
"TUBERÍA TRAMO CORTO L=2.00 M PN 10, DN = 200 MM, HD, B-L",,0.0,,,0.0,MATERIAL
"TUBERÍA TRAMO CORTO L=2.00 M PN10, DN = 150 MM, HD, B-L",,0.0,,,0.0,MATERIAL
"TUBERÍA TRAMO CORTO L=2.20 M ACERO INOX. 304, DN=250, SCH 40, B-L",,0.0,,,0.0,MATERIAL
"TUBERÍA TRAMO CORTO L=2.36 M PN10, DN = 80 MM, HD, B-B",,0.0,,,0.0,MATERIAL
"TUBERÍA TRAMO CORTO L=2.50 M PN10, DN = 300 MM, HD, B-B",,0.0,,,0.0,MATERIAL
"TUBERÍA TRAMO CORTO L=3.00 M ACERO INOX. 304, DN=250, SCH 40, B-L",,0.0,,,0.0,MATERIAL
"TUBERÍA TRAMO CORTO L=3.00 M HD, DN = 200 MM, PN 10, B-B",,0.0,,,0.0,MATERIAL
"TUBERÍA TRAMO CORTO L=3.00 M PN10, DN = 150 MM, HD, B-L",,0.0,,,0.0,MATERIAL
"TUBERÍA TRAMO CORTO L=3.00 M PN10, DN = 80 MM, HD, B-B",,0.0,,,0.0,MATERIAL
"TUBERÍA TRAMO CORTO L=3.12 M HD, DN = 150 MM, PN 10, B-L",,0.0,,,0.0,MATERIAL
"TUBERÍA TRAMO CORTO L=3.73 M PN10, DN = 80 MM, HD, B-B",,0.0,,,0.0,MATERIAL
"TUBERÍA TRAMO CORTO L=3.90 M HD, DN = 150 MM, PN 10, B-L",,0.0,,,0.0,MATERIAL
"TUBERÍA TRAMO CORTO L=4.00 M PN10, DN = 300 MM, HD, B-L",,0.0,,,0.0,MATERIAL
"TUBERÍA TRAMO CORTO L=4.05 M HD, DN = 150 MM, PN 10, B-B",,0.0,,,0.0,MATERIAL
"TUBERÍA TRAMO CORTO L=4.65 M PN 10, DN = 200 MM, HD, L-B",,0.0,,,0.0,MATERIAL
"TUBERÍA TRAMO CORTO L=4.85 M SCH40, DN=100, ACERO INOX. 304, B-B",,0.0,,,0.0,MATERIAL
"TUBERÍA TRAMO CORTO L=5.24 M SCH40, DN=100, ACERO INOX. 304, B-B",,0.0,,,0.0,MATERIAL
"TUBERÍA TRAMO CORTO L=5.50 M PN10, DN = 80 MM, HD, B-B",,0.0,,,0.0,MATERIAL
"TUBERÍA TRAMO CORTO L=5.58 M SCH40, DN=100, ACERO INOX. 304, B-B",,0.0,,,0.0,MATERIAL
"TUBO CONDUIT GALVANIZADO Ø 3/4"" HG ROSCADO ANSI-C80.1 INC. UNION",,0.0,,,0.0,MATERIAL
"TUBO CONDUIT GAVANIZADO Ø 1"" ROSCADO ANSI-C80.1 INC. UNION",,0.0,,,0.0,MATERIAL
TUBO DE ACERO INOXIDABLE,,0.0,,,0.0,MATERIAL
"TUBO DE HG 1 1/2""",,0.0,,,0.0,MATERIAL
TUBO HG,,0.0,,,0.0,MATERIAL
"TUBO HG 1 1/2""",,0.0,,,0.0,MATERIAL
"TUBO METÁLICO EMT DE 1"" DE 3M.",,0.0,,,0.0,MATERIAL
"TUBO METÁLICO EMT DE 1/2""  DE 3M.",,0.0,,,0.0,MATERIAL
"TUBO METÁLICO EMT DE 1/2"" DE 3M.",,0.0,,,0.0,MATERIAL
"TUBO METÁLICO EMT DE 3/4"" DE 3M.",,0.0,,,0.0,MATERIAL
"TUBO PVC (PRESIÓN ROSCABLE)- 1/2""-13MM.",,0.0,,,0.0,MATERIAL
TUBO PVC 160MM - DESAGUE,,0.0,,,0.0,MATERIAL
TUBO PVC UE ALCANTARILLADO D.N.I. 200MM,,0.0,,,0.0,MATERIAL
TUBO PVC UE ALCANTARILLADO D.N.I. 300MM,,0.0,,,0.0,MATERIAL
TUBO PVC UE ALCANTARILLADO D.N.I. 500MM,,0.0,,,0.0,MATERIAL
TUBO RECTANGULAR,,0.0,,,0.0,MATERIAL
Tablero bifásico de 2-4 espacios,,0.0,,,0.0,MATERIAL
Tablero centro de control de motores total,,0.0,,,0.0,MATERIAL
Tablero de Control del Sistema de Extracción,,0.0,,,0.0,MATERIAL
Tablero eléctrico,,0.0,,,0.0,MATERIAL
Tablero eléctrico agitadores,,0.0,,,0.0,MATERIAL
Tablero eléctrico bombas,,0.0,,,0.0,MATERIAL
Taipe (Cinta Aislante),,0.0,,,0.0,MATERIAL
Taipe (cinta aislante),,0.0,,,0.0,MATERIAL
Taladro Eléctrico,,0.0,,,0.0,EQUIPO
Taladro eléctrico,,0.0,,,0.0,EQUIPO
Tanque de Retención de Medios Secos,,0.0,,,0.0,MATERIAL
Tanque de uso diario,,0.0,,,0.0,MATERIAL
"Tapa galvanizada e=2,8 mm, 3,0 x 3,0 m",,0.0,,,0.0,MATERIAL
Tarjeta comunicación con plc redundante,,0.0,,,0.0,MATERIAL
Tarjeta con doble puerto de comunicación modbus serial,,0.0,,,0.0,MATERIAL
Tarjeta con doble puerto de comunicación modbus serial.,,0.0,,,0.0,MATERIAL
Tarjeta de comunicación modbus tcp/ip con funciones de i/o scanning,,0.0,,,0.0,MATERIAL
Tarjeta de entradas discretas (32 entradas),,0.0,,,0.0,MATERIAL
Tarjeta de salidas discretas (32 salidas a relé),,0.0,,,0.0,MATERIAL
Tarjeta de salidas discretas (64 salidas a relé),,0.0,,,0.0,MATERIAL
Tarjeta entradas analógicas 4-20 ma+hart (8 canales),,0.0,,,0.0,MATERIAL
Tecle,,0.0,,,0.0,EQUIPO
Tecle (Manual),,0.0,,,0.0,EQUIPO
Tecle /Poleas,,0.0,,,0.0,EQUIPO
Tecle manual,,0.0,,,0.0,EQUIPO
Tecle o Grúa Móvil,,0.0,,,0.0,EQUIPO
Tecle o Grúa Móvil (depende el diámetro de bomba),,0.0,,,0.0,EQUIPO
Tecle o Grúa Móvil (depende el diámetro de tubería),,0.0,,,0.0,EQUIPO
Tecle o Grúa Móvil (depende el diámetro de válvula),,0.0,,,0.0,EQUIPO
Teflón norma ASTM D6585-17,,0.0,,,0.0,MATERIAL
Teflón rollo (Norma ASTM D6585-17),,0.0,,,0.0,MATERIAL
Teflón rollo=10m (Norma ASTM D 6585-17),,0.0,,,0.0,MATERIAL
Telefast con su respectivo cable para entradas analógicas.,,0.0,,,0.0,MATERIAL
Telefast con su respectivo cable para entradas discretas,,0.0,,,0.0,MATERIAL
Telefast con su respectivo cable para salidas discretas.,,0.0,,,0.0,MATERIAL
"Terminal de cobre tipo pala larga para conductor 2/0 AWG, 600v, 35 KV, un agujero 1/2""",,0.0,,,0.0,MATERIAL
Terminal de programación y campo,,0.0,,,0.0,MATERIAL
Tomacorriente Doble Polarizado,,0.0,,,0.0,MATERIAL
Tool galvanizado,,0.0,,,0.0,MATERIAL
Tornillos autoperforantes de acero inoxidable,,0.0,,,0.0,MATERIAL
Transferencia automática de 1600 A,,0.0,,,0.0,MATERIAL
"Transformador 460/220-110 VAC, 15kva",,0.0,,,0.0,MATERIAL
"Transformador 460/220-110 VAC, 2,5kva",,0.0,,,0.0,MATERIAL
"Transformador 460/220-110 VAC, 25kva",,0.0,,,0.0,MATERIAL
Transformadores corrientes de medición 2000/5 A,,0.0,,,0.0,MATERIAL
"Tuberia de acero ASTM A53 GRADO B SCH 40 (Incl. Recubrimiento externo segun Norma) D= 1 ½""",,0.0,,,0.0,MATERIAL
"Tuberia de acero ASTM A53 GRADO B SCH 40 (Incl. Recubrimiento externo segun Norma) D= 2 ½""",,0.0,,,0.0,MATERIAL
"Tubería Acero Inoxidable AISI 304, diámetro de acuerdo a planos de diseño",,0.0,,,0.0,MATERIAL
Tubería Conduit EMT 1/2,,0.0,,,0.0,MATERIAL
"Tubería Conduit EMT 1/2""",,0.0,,,0.0,MATERIAL
Tuberías de Conducción,,0.0,,,0.0,MATERIAL
Tuberías y válvulas del sistema de tanques de uso diario,,0.0,,,0.0,MATERIAL
"Tubo Acero 24"" Cedula 40",,0.0,,,0.0,MATERIAL
"Tubo Conduit Liviano 1/2""",,0.0,,,0.0,MATERIAL
Tubo Conduit Liviano EMT De 3/4”,,0.0,,,0.0,MATERIAL
Tubo PVC para desagüe D=110MM,,0.0,,,0.0,MATERIAL
Tubo PVC para desagüe D=160MM,,0.0,,,0.0,MATERIAL
Tubo PVC para desagüe D=50MM,,0.0,,,0.0,MATERIAL
"Tubo PVC ø 1""x3m",,0.0,,,0.0,MATERIAL
"Tubo de abasto flexible L=16""",,0.0,,,0.0,MATERIAL
"Tuerca hexagonal de aleación bronce de silicio 1/2""",,0.0,,,0.0,MATERIAL
"Tuerca hexagonal de aleación bronce de silicio 3/8""",,0.0,,,0.0,MATERIAL
"Tuerca mordaza para canal 3/8""",,0.0,,,0.0,MATERIAL
Turbina de acero inoxidable AISI 304 (Incluye pernos y soldadura),,0.0,,,0.0,MATERIAL
UNION DE CANAL,,0.0,,,0.0,MATERIAL
"UNION EMT D=1"".",,0.0,,,0.0,MATERIAL
UNION EMT D=1/2”,,0.0,,,0.0,MATERIAL
"UNION MECANICA HD, D=150 MM, L-L, PN10",,0.0,,,0.0,MATERIAL
"UNION MECANICA HD, D=200 MM, L-L, PN10",,0.0,,,0.0,MATERIAL
"UNION MECANICA HD, D=80 MM, L-L, PN10",,0.0,,,0.0,MATERIAL
"UNION MECANICA HD, DN = 250 MM, L-L, PN 10",,0.0,,,0.0,MATERIAL
"UNION MECANICA HD, DN = 300 MM, L-L, PN 10",,0.0,,,0.0,MATERIAL
"UNION UNIVERSAL ACERO INOXIDABLE AISI 304 ROSCABLE DN = 50 MM, PN10",,0.0,,,0.0,MATERIAL
"UNION UNIVERSAL, ACERO INOX. 304, D=1"", 150 PSI, R-R",,0.0,,,0.0,MATERIAL
"UNION UNIVERSAL, ACERO INOX. 304, D=2"" 1/2, 250 PSI, R-R",,0.0,,,0.0,MATERIAL
"UNIÓN CON ENCHUFES HD, DN = 200 MM, CLASE 40",,0.0,,,0.0,MATERIAL
"UNIÓN DE DOS PARTES D=1""",,0.0,,,0.0,MATERIAL
"UNIÓN EMT D= 3/4"".",,0.0,,,0.0,MATERIAL
"UNIÓN EMT D=1/2""",,0.0,,,0.0,MATERIAL
"UNIÓN MECÁNICA D=20""",,0.0,,,0.0,MATERIAL
"UNIÓN ROSCABLE ACERO ASTM A53 Ø 1 ½""",,0.0,,,0.0,MATERIAL
"UNIÓN ROSCABLE ASTM A53 ROSCADA Ø 2 ½""",,0.0,,,0.0,MATERIAL
"UNIÓN UNIVERSAL HD, DN = 300 MM, B-L, PN 10",,0.0,,,0.0,MATERIAL
UPS 1 KVA 600 W ONLINE 120/120 VAC,,0.0,,,0.0,MATERIAL
"Universal de Acero Inoxidable 3""",,0.0,,,0.0,MATERIAL
Unión EMT Conduit ½”,,0.0,,,0.0,MATERIAL
Unión brida 32” Acero,,0.0,,,0.0,MATERIAL
"Unión de bandeja hg en cruz horizontal de 0,20x0,15 m",,0.0,,,0.0,MATERIAL
Ups de 3kva,,0.0,,,0.0,MATERIAL
Urinario blanco primera calidad incluye accesorios,,0.0,,,0.0,MATERIAL
"VALLA TIPO AYUNTAMIENTO (ALTURA MÍNIMA H=1,10M, L MÍNIMA=1.50M)",,0.0,,,0.0,EQUIPO
"VALLA TIPO CERRAMIENTO (ALTURA MÍNIMA 2M, L MÍNIMA 3M) PERÍMETRO TUBO HG DIÁMETRO = 1.50”, MALLA ELECTROSOLDADA",,0.0,,,0.0,EQUIPO
"VALVULA CHECK HD, D = 100 MM - 04"", B-B, PN 10",,0.0,,,0.0,MATERIAL
"VALVULA CHECK HD, D = 300 MM - 12"", B-B, PN 10",,0.0,,,0.0,MATERIAL
"VALVULA CHECK HD, D = 80 MM, B-B PN 10",,0.0,,,0.0,MATERIAL
"VALVULA CHECK, BRONCE, D=1"", 150 PSI, R-R",,0.0,,,0.0,MATERIAL
"VALVULA CHECK, BRONCE, D=2"" 1/2, 250 PSI, R-R",,0.0,,,0.0,MATERIAL
"VALVULA COMPUERTA 100 MM - 04"", B-B HD, PN 10",,0.0,,,0.0,MATERIAL
"VALVULA COMPUERTA 150 MM - 06"", B-B HD, PN 10",,0.0,,,0.0,MATERIAL
"VALVULA COMPUERTA 200 MM - 08"", B-B, HD, PN 10",,0.0,,,0.0,MATERIAL
"VALVULA COMPUERTA 250 MM - 10"" B-B, HD, PN 10",,0.0,,,0.0,MATERIAL
"VALVULA COMPUERTA 300 MM - 12"" B-B, HD, PN 10",,0.0,,,0.0,MATERIAL
"VALVULA COMPUERTA 400 MM - 16"" B-B, HD, PN 10",,0.0,,,0.0,MATERIAL
"VALVULA COMPUERTA 50 MM - 02"", B-B HD, PN 10",,0.0,,,0.0,MATERIAL
"VALVULA COMPUERTA 80 MM - 03"", B-B HD, PN 10",,0.0,,,0.0,MATERIAL
"VALVULA DE COMPUERTA, BRONCE, D=2"" 1/2, 150 PSI, R-R",,0.0,,,0.0,MATERIAL
"VALVULA DE ESFERA, ACERO INOX. 304, D=1"", 150 PSI, R-R",,0.0,,,0.0,MATERIAL
"VALVULA DE RETENCION (CHECK) 1/2"" - BRONCE",,0.0,,,0.0,MATERIAL
"VALVULA MARIPOSA 150 MM - 06"" HD, B-B CON VOLANTE PN 10",,0.0,,,0.0,MATERIAL
"VALVULA MARIPOSA 250 MM - 10"" HD, B-B CON VOLANTE PN 10",,0.0,,,0.0,MATERIAL
"VALVULA MARIPOSA 300 MM - 12"" HD, B-B CON VOLANTE PN 10",,0.0,,,0.0,MATERIAL
"VALVULA MARIPOSA 400 MM - 16"" HD, B-B CON VOLANTE PN 10",,0.0,,,0.0,MATERIAL
VARIADOR DE FRECUENCIA PARA MOTOR DE 5 HP A 460 VAC,,0.0,,,0.0,MATERIAL
VARIADOR DE FRECUENCIA PARA MOTOR DE 60 HP A 460 VAC,,0.0,,,0.0,MATERIAL
"VARILLA COPPERWELD, L = 1800 MM X Ø = 15.88 MM, INCLUYE GEL DE MEJORAMIENTO DEL TERRENO",,0.0,,,0.0,MATERIAL
VEHÍCULO TIPO CAMIONETA.,,0.0,,,0.0,EQUIPO
"VENTANA DE ALUMINIO 2 X 2"", VIDRIO 6 MM.",,0.0,,,0.0,MATERIAL
VIBRADOR,,0.0,,,0.0,EQUIPO
VIBRADOR 5 HP,,3.25,,,0.0,EQUIPO
VIBRADOR DE HORMIGON,,3.25,,,0.0,EQUIPO
VIGUETA METÁLICA,,0.0,,,0.0,EQUIPO
VIGUETA METÁLICA L=3M (ENCOFRADO DIARIO),,0.0,,,0.0,EQUIPO
VOLQUETA DE 8 M3.,,20.0,,,0.0,EQUIPO
VOLQUETE DE 8 M3,,20.0,,,0.0,EQUIPO
VOLQUETE DE 8 M3.,,0.0,,,0.0,EQUIPO
Variadores de Frecuencia electrónico,,0.0,,,0.0,MATERIAL
"Varilla de cobre 5/8"" x 6', COPPER BONDED",,0.0,,,0.0,MATERIAL
Varios,,0.0,,,0.0,MATERIAL
Ventana corrediza aluminio,,0.0,,,0.0,MATERIAL
Ventilador Centrífugo,,0.0,,,0.0,MATERIAL
"Ventosa acero d=3"" incl. Recubrimiento",,0.0,,,0.0,MATERIAL
Vidrio flotado claro 4mm,,0.0,,,0.0,MATERIAL
Vidrio flotado claro 6mm,,0.0,,,0.0,MATERIAL
VÁLVULA DE COMPUERTA VARIOS DIÁMETROS,,0.0,,,0.0,MATERIAL
"VÁLVULA DE CONTROL DE NIVEL, HD, D = 100 MM, PN 10, B-B",,0.0,,,0.0,MATERIAL
"VÁLVULA DE MARIPOSA HD 06"" B-B PN16",,0.0,,,0.0,MATERIAL
"VÁLVULA DE PIE, BRONCE, D=2"" 1/2, 250 PSI, R-R",,0.0,,,0.0,MATERIAL
"VÁLVULA DE RETENCIÓN CHECK D=1 1/2""",,0.0,,,0.0,MATERIAL
"VÁLVULA DE RETENCIÓN CHECK D=1/2""",,0.0,,,0.0,MATERIAL
"VÁLVULA DE RETENCIÓN DE ACERO INOXIDABLE D=2""",,0.0,,,0.0,MATERIAL
"VÁLVULA MARIPOSA WAFER 16"" CON ACTUADOR ELÉCTRICO",,0.0,,,0.0,MATERIAL
"VÁLVULA MARIPOSA WAFER 20"" CON ACTUADOR ELÉCTRICO",,0.0,,,0.0,MATERIAL
"VÁLVULA MARIPOSA WAFER 20"" CON ACTUADOR ELÉCTRICO TIPO MODULANTE",,0.0,,,0.0,MATERIAL
"VÁLVULA MARIPOSA WAFFER HD 10"" B-B PN16",,0.0,,,0.0,MATERIAL
